ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100509,Wie können wir Informationen zum verfügbaren Schiffsfrachtraum auf Binnenschiffen für Großraum- und Schwertransporte auf einem digitalen Marktplatz  bereitstellen?,"Eine Voraussetzung für die vermehrte Nutzung des Binnenschiffs für Großraum- und Schwerlasttransporte (GST) sind transparente Informationen zum verfügbaren Schiffsfrachtraum für GST, die zentral bereitgestellt werden. Im Bereich der Container existieren bereits Plattformen wie Forto und Bargelink, im Bereich GST allerdings nicht.","Unternehmen, die GST transportieren möchten.",Verwaltung & Politik – Bund,BMVI,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100509,,
100552,Wie können wir die Auslastung von Transporten erhöhen?,,"Spediteure, Verkehrsunternehmen",Verwaltung & Politik – Bund,BMVI,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100552,,
100551,"Wie können wir einem Unternehmen verschiedene (multimodale) Transportoptionen für Güter unter Berücksichtigung spezieller Präferenzen (Preis, Geschwindigkeit, Klimafreundlichkeit, Kühlkette etc.) vergleichend aufzeigen und zur (durchgehenden) Buchung anbieten?",,"Unternhemen, die Güter transportieren möchten",Verwaltung & Politik – Bund,BMVI,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100551,,
100553,Wie können wir die Akzeptanz des Schienengüterverkehrs als klimafreundliche Transportoption in der Bevölkerung steigern?,,Bevölkerung,Verwaltung & Politik – Bund,BMVI,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100553,,
100554,"Wie können wir geeignete Flächen, die langfristig für eine Versorgung von Großstädten mit Schienengüterverkehren benötigt werden, definieren und in entsprechende Bebauungs- und Nutzungspläne aufnehmen und diese auch langfristig (baurechtlich und faktisch) sichern?",,Städte,Verwaltung & Politik – Bund,BMVI,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100554,,
100362,"Wie können wir jetzt die richtigen Weichen für die Fachkräftesicherung in der Pflege stellen? Wo sollen die vielen Pflegefachkräfte herkommen, die wir so dringend benötigen?","'- Der Flaschenhals in der Ausbildung ist der Mangel an Pflegepädagogen. (Der Weg bis zum ausgebildeten Pflegepädagogen ist sehr lang, der Verdienst nicht viel höher als in der Pflege).
- es gibt ein Potenzial an Menschen in Deutschland, die sich als Pflegefachkraft eignen würden. Diese Potenziale sind noch unentdeckt und können gehoben werden. Dafür braucht es Programme - es gibt also genug Menschen, die sich für eine Pflegeausbildung interessieren.","Zielgruppe 1: Pflegeschulen brauchen Pflegepädagogen, um mehr und besser ausbilden zu können. Zielgruppe 2: Menschen, die gerne in die Pflege gehen würden, aber Hilfe bei der Erlangung der Voraussetzungen benötigen (Sprache, Schulabschluss).","Zivilgesellschaft, inkl. sozialer Sektor",Bonner Verein für Pflege- und Gesundheitsberufe e.V.,Nordrhein-Westfalen,53121,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100362,,
100536,"Wie können wir die Innenstädte so gestalten, wie die Bürger sie sich wünschen. Was sind die Wünsche? Was wäre ein spielerisches, inszeniertes und interaktives Format einer Bürgerbefragung und der Möglichkeit des Mitwirkens im städtebaulichen Entwicklungsprozeß.","Infolge des demografischen und wirtschaftsstrukturellen Wandels haben die Innenstädte an Anziehungskraft verloren. Leerstände und die Vernachlässigung von Bausubstanz sind die Folge. 
Ausser in den historischen gut gepflegten Stadtkernen fehlt es an Unterscheidbarkeit, Einmaligkeit und Differenz.  
Der dänische Architekt Jan Gehl sagt: „Eine lebenswerte Stadt ist wie eine gute Party. Man bleibt länger als man müsste.“ Gehl sagt auch: ""fragt die Menschen nach ihren Wünschen.""",Alle Bürger innen der Stadt.,Verwaltung & Politik – Kommunen,Bremen,Bremen,28199,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100536,,
100452,"Wie können wir schneller und günstiger bauen, um in den Städten den nötigen Wohn- und Arbeitsraum zu generieren und die Verbraucher-Kosten dafür zu senken?",Die Zusammenarbeit mit den Behörden und der Behörden untereinander funktioniert nicht gut. Baurecht verhindert die Möglichkeit zur Nachverdichtung. Der Staat erhöht Baukosten um ca 30% durch Besteuerung. So kann nicht günstig gebaut werden.,Baubehörden und Politik,Wirtschaft,BUILD Investments GmbH,Hamburg,20249,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100452,,
100787,"Wie können wir als Bund, Laender, Kommunen, aber auch als KMU oder NGOs besser offene Daten crowdsourcen, die uns bei den grossen Herausforderungen Corona-Krise, Klimawandel, aber auch digitaler Staat helfen? Welche Datensets koennten das sein?",,"Buerger, deren Kommunen durch passgenauere Loesungen besser werden; Datennerds, Knobler, Data Scientists,",Verwaltung & Politik – Bund,Bundeskanzleramt,,10112,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100787,,
100744,"Wie können wir sicherstellen, dass die verstärkte Nutzung von KI in der beruflichen Weiterbildung von Gender Bias befreit wird?",,Alle an einer Weiterbildung interessierte Menschen,Verwaltung & Politik – Bund,Bundesministerium für Bildung und Forschung,Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100744,,
100761,Wie können wir die Entwicklung digitaler Kompetenzen von Pflege(fach)personen im enggetakteten Arbeitsalltag effektiv stärken?,"Die Vermittlung digitaler Kompetenzen umfasst generelle Computerkenntnissen und jene zu digitalen Pflegetechnologien und zu IuK-Technologien. Es bestehen bereits Initiativen, solche Kompetenzen in die schulische und akademische Pflegeausbildung stärker zu implementieren. Wichtig ist eine nachhaltige Vermittlung zu Fragen wie Nutzen, Sicherheit, Datenschutz und Ethik. Es gilt, Ängste vor der bei der Anwendung jener Technologien zu nehmen und so die Akzeptanz zu stärken. Eine praktische Auseinandersetzung im engmaschigen Arbeitsalltag, das Lernen „on-the-job“, ist eine zentrale Komponente. Der erfolgreiche Einsatz bedarf es hier eine innovationsförderliche Arbeitskultur, geprägt durch Offenheit und Freiräume für eigenverantwortliches Handeln.","Pflegefachpersonen, Pflegehelfer:innen, beruflich Pflegende, Didaktiker:innen, Familien, ggf. Herstellende, Verwaltung, Schulleiter:innen etc.",Verwaltung & Politik – Bund,Bundesministerium für Bildung und Forschung,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100761,,
100692,"Wie können wir den Zugang zu (urbanen) kulturellen Angeboten, wie bspw. Museen und Konzerten, auch im ländlichen Raum schaffen?","Kulturelle Angebote werden als wichtiger Aspekt der individuellen Lebensqualität empfunden. Sie sind darüber hinaus oft auch Anlässe für soziale Interaktionen, machen gemeinsame Interessen bzw. Gemeinsamkeiten zwischen ansonsten unterschiedlichen Menschen oder Gruppen in unserer Gesellschaft sichtbar, oder können der Bildung dienen. Deshalb ist das Vorhandensein von und ein gleichberechtigter Zugang zu kulturellen Angeboten ein Beitrag für sozialen Zusammenhalt in unserer Gesellschaft.
Kulturelle Angebote sind aber oft konzentriert auf urbane Zentren und Städte. Außerdem hat die Corona-Pandemie gezeigt, dass viele Angebote darauf beruhen, physisch an einem Ort zusammen zu kommen bzw. ihn zu besuchen.","Menschen überall in Deutschland, auch außerhalb urbaner Gebiete",Verwaltung & Politik – Bund,Bundesministerium für Bildung und Forschung,Nordrhein-Westfalen,53175,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100692,,
100373,"Wie können wir die CO2-Sequestrierung in der Landwirtschaft mithilfe von Humusaufbau, Zertifizierung und der Etablierung von Gehölzen in Agrarstrukturen verstärken?","Die Landwirtschaft in Deutschland emittiert aktuell rund 8 % der Treibhausgasemissionen Deutschlands. Sie ist aber in der Lage durch gezielte Maßnahmen Humus (und damit Kohlenstoff) im landwirtschaftlichen Boden zu binden, was zu gesunden Ökosystemen und zum Klimaschutz beiträgt. Hierfür müssen Verfahren und ggf. auch Betriebe angepasst werden. Landwirt:innen brauchen Kompensationen und finanzielle Anreize, diese Umstellungen zu meistern. Welche Förderungen kann unsere Gesellschaft bieten? Wie kann die Anerkennung der Gesellschaft für den wichtigen Beitrag der Landwirt:innen zum Klimaschutz gesteigert werden? Welche Weiterbildungsangebote sind vonnöten? Wie kann ein nachhaltig wirksamer CO2-Markt für die Landwirtschaft aufgebaut werden, um Klimaschutz zum Geschäftsmodell zu machen?",Landwirt:innen,Verwaltung & Politik – Bund,Bundesministerium für Ernährung und Landwirtschaft,Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100373,,
100375,"Wie können wir eine nachhaltige Ernährungsweise etablieren, welche das Bewusstsein für die Wertschätzung von Lebensmitteln entlang der Wertschöpfungskette erhöht und wie können wir Lebensmittelverluste vermeiden oder zumindest reduzieren?","Über die gesamte Lebensmittelversorgungskette hinweg landen in Deutschland jährlich rund 12 Millionen Tonnen Lebensmittel im Abfall. In der Landwirtschaft entstehen dabei 12 % der Abfälle, im Handel sind es 4 % und in der Gastronomie und Gemeinschaftsverpflegung 14 %. Der Großteil der Lebensmittelabfälle entsteht dabei jedoch mit 52 % in den privaten Haushalten. Jeder Verbraucher und jede Verbraucherin wirft demnach etwa 75 Kilogramm Lebensmittel im Jahr weg. Bei dem Anbau dieser Lebensmittel werden Ressourcen wie Ackerfläche und Wasser genutzt sowie Wälder gerodet. Zusätzlich werden beim Transport, bei der Weiterverarbeitung, Verpackung und Zubereitung umsonst CO2-Emissionen freigesetzt.","Landwirt:innen, Konsument:innen (private Haushalte), Gastronomie, Gemeinschaftsverpflegung",Verwaltung & Politik – Bund,Bundesministerium für Ernährung und Landwirtschaft,Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100375,,
100371,"Wie können wir natürliche Prozesse und Technologien in der Landwirtschaft nutzen, um eine wirtschaftliche Stickstoffversorgung der Kulturpflanzen zu sichern und gleichzeitig gesunde Böden zu fördern, das Grundwasser zu schützen und klimaschädliche Emissionen zu mindern?","Die Stickstoff-Düngung ist in der Landwirtschaft gängige Praxis, um die Erträge zu sichern. Allerdings können Stickstoffüberschüsse Wasser- und Land-Ökosysteme belasten sowie Klima, Luftqualität und die Biodiversität beeinträchtigen. Neben neuen Technologien brauchen wir auch langfristige Lösungen, die nachhaltig gesunde Böden fördern, das Grundwasser zu schützen und klimaschädliche Emissionen zu mindern. Dabei muss mit den Initiativen und Innovationen daran gearbeitet werden die preislichen Hürden zu überwinden, um den Markteintritt und die Nutzung durch Landwirt:innen zu ermöglichen.",Landwirt:innen,Verwaltung & Politik – Bund,Bundesministerium für Ernährung und Landwirtschaft,Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100371,,
100374,Wie können wir unter Berücksichtigung des Tierwohls und der Wirtschaftlichkeit die Emissionen aus der Nutztierhaltung mindern?,"Emissionen aus der Tierhaltung sind mit die größten Quellen von Treibhausgasen aus der Landwirtschaft. Die Tierhaltung auf Grünland ist aber für eine nachhaltige Landwirtschaft nötig, und kann sogar emissionsmindernd wirken. Einige der Herausforderungen: Wie kann eine flächengebundene landwirtschaftliche Tierhaltung unterstützt und ermöglicht werden? Welche Unterstützungsangebote brauchen Landwirt:innen? Welche Fütterung reduziert den Methanausstoß von Kühen? Wie kann Methan im Stall aufgefangen und nutzbar gemacht werden? Wie können Treibhausgasemissionen aus der Gülle weiter reduziert werden?",Landwirt:innen,Verwaltung & Politik – Bund,Bundesministerium für Ernährung und Landwirtschaft,Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100374,,
100395,Wie können wir Landwirt:innen bzw. Moorwirt:innen mithilfe von Paludikulturen eine Perspektive für die Nutzung wiedervernässter Moorböden geben?,,"Unternehmen/Start Ups, Gartenbaubranche, Landwirt:innen",Verwaltung & Politik – Bund,Bundesministerium für Ernährung und Landwirtschaft,Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100395,,
100663,"Wie können wir es schaffen, dass alle Eltern besser über die ihnen zustehenden Familienleistungen und Beratungsangebote informiert werden?",,Eltern (mit ihren unterschiedlichen Bedarfen und Fähigkeiten),Verwaltung & Politik – Bund,"Bundesministerium für Familie, Senioren, Frauen und Jugend",Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100663,,
100166,"Wie können wir sicherstellen, dass Angebote der Fort- und Weiterbildung, insbesondere solche zu digitalisierungsrelevanten Themen, so konzipiert sind, dass sie die Bedarfe von Frauen und Männern gleichermaßen adressieren und auch gleichermaßen in Anspruch genommen werden können?","Frauen nehmen seltener an Fort- und Weiterbildungen teil, u.a. weil sie häufiger in Teilzeit arbeiten oder zeitlich befristet beschäftigt sind und häufig mehr unbezahlte Sorgearbeit übernehmen als Männer (= weniger Zeit für Fort- und Weiterbildung). Auch der Anteil von Frauen in der MINT-Ausbildung ist geringer. Mit Blick auf den Wegfall von Arbeitsplätzen im Zuge der Digitalisierung ist der Zugang zu Fort- und Weiterbildungsangeboten zentral für den Erwerb von Fähigkeiten, die eine gleichberechtigte Teilhabe am digitalisierten Arbeitsmarkt ermöglichen.",Weibliche Beschäftigte insb. in Berufen mit hohem Substituierungspotenzial,Verwaltung & Politik – Bund,"Bundesministerium für Familie, Senioren, Frauen und Jugend",,11018,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100166,,
100783,Wie können wir im Bereich des autonomen Fahrens einen umweltschonenden Fahrstil integrieren?,,,Verwaltung & Politik – Bund,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit",Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100783,,
100782,Wie können wir den ökologischen Fußabdruck der Digitalisierung besser sichtbar machen?,"Digitale Technologien sind aus unserem Alltag nicht mehr wegzudenken. All das ist nur möglich dank ausgeklügelter Technologie: digitale Endgeräte von Smartphone bis Laptop, das Internet und die dahinterliegende Infrastruktur mit Rechenzentren, kabelgebundenen und mobilen Übertragungsnetzen, etc.  All diese Technologien benötigen Ressourcen und Energie – in der Produktion, während der Nutzung und bei der Entsorgung. Während bei einer Autofahrt die Umweltauswirkung hautnah erfahrbar ist, ist etwa der Energiebedarf einer Cloud-Dienstleistung für die individuelle Nutzer:in deutlich schwieriger greifbar. Für bewusste Verhaltens- und Konsumentscheidungen ist mehr Transparenz hinsichtlich der zugrundeliegenden ökologischen Wirkungen von fundamentaler Bedeutung. Wie lässt sich dies umsetzen?",,Verwaltung & Politik – Bund,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit",Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100782,,
